content,score,sentiment
kakak developer coba kurangi ukuran pubg mobile,2,0
bug parasut scope tembakkan bangunan tembus pandang pohon pohon bergelantungan kacau,2,0
open mikropon suara step suara teman tolong bantuannya handphone android,3,1
bro,4,2
bagus,5,2
mantap main pubg kedepannya kuat,3,1
bug perbaiki,3,1
download sulit,3,1
download,5,2
keren,5,2
lumayan bagus player sombong,3,1
keren hahaha anjing itunya,3,1
dimana developer tencent pergi sungguh merindukan developer,5,2
ok,4,2
update game berat hapus pubg bosan gara pubg mempertimbangkan handphone bagus handphone kentang,1,0
telat penindakan kecurangan,1,0
gamenya grafis buruk bro enak game free fire,2,0
tencent tolong skin bajunya anak,4,2
masuk error,3,1
bug tolong mengganggu,1,0
jelek,1,0
ratu,5,2
handphone kuat,1,0
pubg babi hapus aplikasi pemain recall meeting egois kill death rasio kadang kadang turun musuh kaya anjing download handphone beban tolong perbaiki hapus pubg,1,0
game pubg mobile update bug game benarkan merugikan player pubg mobile bermain,2,0
haram,1,0
mantap,3,1
seru,5,2
semenjak akun hilang malas main pubg balikkan akun teman otomatis pubg,3,1
game bagus download adik adik,4,2
delivery coba kurangi pemakaian data handphonenya kentang bermain,2,0
maaf kasih bintang admin tolong sinyal benarkan main sinyal bagus game sinyalnya buruk frame lag handphone intinya,4,2
bug lag parah,2,0
tolong update,3,1
gamenya banget free fire,3,1
buka update buka aplikasinya tolong diperbaiki update download,3,1
tencent tolong handphone mendukung main update handphone mendukung main biar pemain merasakan main pubg mobile semoga baca,4,2
bangkai download file update file hilang download,2,0
mainkan bodoh,2,0
login facebook akun login facebook nasibnya,2,0
game bagus,2,0
mantap,4,2
game haram,2,0
game bagus banget sayang adil pemain beli uc buka peti banyakkan kosong parah item dobel harga beli ratusan ribuan uc diharga ratusan fragmen mencari keuntungan tolong masuk akal hargai pemain royale royale sistem mengubah statistik probabilty undian smg perhatian,2,0
tari tradisional indonesia suka,5,2
cheat tembakkan tembus dinding seru main game,2,0
kadang,5,2
biar tencent senang,5,2
update musim turun aplikasi berjalan whatsapp main event buruk sinyal paketan penuh coba wifi parah,2,0
game buka death buka main pubg meding main free fire ayo main free fire,1,0
bagus banget,4,2
alangkah baiknya ukuran update kurangi update file download,3,1
bintang game percobaan,3,1
update masuk versi main,2,0
kesal banget gara gara tim diajak kerja knock gara gara tim revive tolonglah report tim kaya,3,1
ok,3,1
bagus baiknya tambahkan peta peta taego peta deston pubg,4,2
knock squad soon mengurangi poin pelit berkah kaya,3,1
game mudah,3,1
bug malas mainya,2,0
game haram,1,0
keren,5,2
bintang update stabil gara update,3,1
game jelek,1,0
animasi,3,1
mantap main pubg kedepannya kuat,3,1
balikkan pubg kaya hey main berubah enak kali,2,0
need tolong akun hacked someone kirim email replay tolong tolong recover akun invested lot,1,0
permainan pengaturan tembak arahan tolong update pengaturannya latar main,2,0
pubg game haram,1,0
game bagus tolong memperbaiki bug,5,2
bintangnya turun pembaharuan meresahkan pemakai handphone kentang,3,1
main game lancar gerakkan layarnya gerak device tolong perbaiki,3,1
tumben update musim kali bug mobil dacia jeep suaranya,3,1
login tulisan mengosongkan ruangan giga byte,2,0
bermain game musim sedih lihatnya bug mohon diperbaiki,3,1
krafton pelit kasih skin,3,1
kakak krafton tencent tolong hapus fitur main bareng pandang rank main bareng teman fitur seru kakak tolong hapus kakak,3,1
bosan main pubg mobile solusinya,4,2
game bagus banget,3,1
login twitter kesalahan,1,0
kecewa banget tega jalan pria seakan perasakan,4,2
rumah elit baju sulit game haram hahaha,1,0
pesan developer game nomor teratas turun drastis sarankan update jadikan game kasihan player sanggup beli device bagus semoga baca developer,2,0
bintang naikkan kasih bintang mengatasi bug game karakter musuh kepalanya game pegang senjata senjatanya scope musuh step musuh musuh mati mengalami apartemen school semoga keluhan bermain game samping terbaca tencent sekian player terima kasih,3,1
bug tolong diperbaiki,5,2
terkadang revive tower metro royale masuk game bug berenang dibawah peta terhenti menit menara menit,4,2
sulit mengunduh,4,2
high definition,4,2
gameplay bagus sistem matching pakai script file merugikan player mohon tindak pakai cheat banned device banned akun player akun aplikasi ketiga player posisi musuh,3,1
mode metro royale september tersedia bahasa indonesia,1,0
pubg berat biar berkurang pemainnya,1,0
kasih glacier admin,5,2
main enak,5,2
buset update game turun peminat game pubg teman pensiun gara device kompatibel,3,1
main login ulang sekalinya login tolong,2,0
gamenya berat pakai device red frame drop parah banget mohon diatasi tencent,2,0
penuh gara gara download pubg,1,0
uc helm inferno bangkai,1,0
pubg kalah free fire segi acara free fire justin bieber,2,0
benarkan bug download kronologinya selesai download peta pakai suruh download,3,1
mendapati kegagalan masuk twitter tolong perbaiki,2,0
kakak usul adakan senjata sniper black raja peta,5,2
tambahkan peta,4,2
hai anak muda indonesia tolong hentikanlah bermain game online kawan berharga timbang membuang uang main game online mainkan keringat orang tua hidup dunia nyata indah,1,0
fornite pubg,5,2
lumayan senang,4,2
main jam matching banget matching menit menit masuk game,4,2
game bagus tolong hilangkan bug,3,1
gacha merugikan player,3,1
fine pubg bagus semoga pilihan low high definition hight high definition,1,0
fps rendah turun frame drop,2,0
bagus,4,2
bug ampun,2,0
mantap,4,2
update bermasalah pakai wifi tolong perbaiki suka game pubg mobile,3,1
maaf kasih bintang mencoba,3,1
game babi,1,0
lumayan bintang frame jelek,3,1
tencent pelit buka peti isinya sampah error recall reconnecting error,1,0
kasih bintang login akun apapun semoga cepat diperbaiki gamenya memakai akun guest akun sultan akun satunya,3,1
game free fire game grafis buruk bit,1,0
game rumah lengkap,4,2
mahal kostum bagus,3,1
game bagus giga byte dukung giga byte lag tolong bantu tipis biar lag handphone giga byte mohon download data turunkan tencent handphone giga byte pakai,4,2
mantap bos game kekurangan kena tembak mengobati melawan sayang bos,3,1
buruk game,1,0
parah banyakkan lag gamenya beda main free fire lag pindah pubg aman lag asyik,1,0
game bagus,1,0
game mantap,5,2
lag handphone hahaha,5,2
kakak tolong handphone grafis high definition bosan grafis standar tolong kakak grafis high definition main,1,0
developer tolong unbanned akun cheat apapun bermain pubg,4,2
ok,3,1
game bagus,5,2
bagus,5,2
game bug anjing,1,0
event frame main frame drop face face bareng musuh frame langsung kalah acaranya baguskan,1,0
game bodoh download masuk game,1,0
bug diskriminasi handphone,3,1
tencent tolong handphone giga byte sulit banget dengar pecinta game cari solusi biar ringan tambahkan game berat biar laku youtube laku sulit dengar peminat top kadang menyesal lihat kaya patah lag parah cari solusi pikir kualitas high definition kenyamanan pemainnya,3,1
aneh download dimainkan disuruh download data obb mega byte aplikasi developer,3,1
game,4,2
pensiun,3,1
game seru,1,0
miramar error bug banget delay pemain klasik curang memakai file ilegal,5,2
banyakkan teman main mobile legends kakak kakak hapus download mobile legends,2,0
game berat giga byte giga byte giga byte mohon turunkan giga byte biar peminat bertahan suka update giga byte,2,0
game bagus sayang bug sinyal lag wifi sinyal tolong perbaiki admin bug sinyal,4,2
gema anjing gema babi,1,0
kadang lag kadang ok,4,2
player using cheat knock run really cepat tolong respect competitive player,5,2
login pakai twitter,3,1
bagusnya,4,2
cheat,2,0
game bagus,1,0
main malas update install ulang,2,0
gamenya bagus grafiknya mantap ditambah fitur fitur mode firaun suka data selulernya kurangkan hemat ambil datanya pakai voucher wifi macamnya ukuran penyimpanannya kurangkan handphone kentang paham kondisi orang miskin,4,2
bermain kali mengumpurkan poin menang poin kehilangan poin rekan tim sengaja membunuh adil,3,1
bagus,4,2
bug hahaha,1,0
game berat,3,1
bagus free fire,3,1
tolong ukurannya biar handphone memainkannya,3,1
bintang bug,1,0
coba game semoga bagus,5,2
kasih musuh seimbang biar serunya,2,0
game lumayan seru enak,4,2
fps stabil suka lag cheat,2,0
rindu zaman menarik seru,2,0
bagus anak,3,1
handphone realmi pro bug tombol medkit untung tembak hilang mengganggu perang pakai medkit buka tas selebihnya pemilihan lawan adil main seminggu lawannya pro sulit belajar,2,0
bug sinyal hijau lag,2,0
berjuang sekeras,4,2
berat dukung handphone kentang,1,0
pubg ramah handphone mid rank tolong pubg balikkan kaya biar veteran main,2,0
saran pengembang pelit skin tiket peti premium beli,5,2
tolong bug benarkan loading macet relog ulang kaya update parah,2,0
install bantu,1,0
update,2,0
kurangi bug jalan sinyal bagus,2,0
buruk,3,1
lag parah,3,1
keren free fire,5,2
gamenya berat terjun payung masuk kolam,4,2
perbaiki,1,0
update bug langkah kaki grafis patah lag main tolong diperbaiki grafis patah,2,0
login macet loading,4,2
main misi masuk,1,0
semenjak update force tutup parah game,3,1
mendapati kegagalan masuk twitter tolong perbaiki,2,0
cheat bermain game suka kalah cepat musuh handphone bagus tembak tembak kalah,4,2
sinyal lancar main,1,0
masuk game pubg pesan enough storage space mobile phone bodoh perbaitkan,2,0
kasih bintang mode zombie survival kill zombie kena berubah tolong kasih suka banget tolong klasik spiderman tolong tolong kasih bintang,4,2
kasih bintang,3,1
kecewa ponsel mendukung bermain bug senjata pakai scope senjatanya bentuknya bug sinyal mikropon berharap mengatasi,2,0
free fire grafis buruk pintu,2,0
update bug urus,3,1
kasih bintang,4,2
ampun tencent download filenya barusan suruh download habiskan kuota tolong tencent perbaiki,1,0
apalah daya,1,0
game download kasih bintang,2,0
pubg login handphone poco tolong,2,0
game harga bot,1,0
bug cheat berserakkan sampah,1,0
bug parah scope bug,2,0
upgrade kapasitas memori,3,1
krafton label infinit cobalah pakai nama gilang corp bro balikkan akun moody,4,2
developer tolong download login,3,1
buka pubg,4,2
hai kakak mencoba mudahan bagus cocok maaf kakak kasih bintang suka kasih bintang,3,1
tolong perbaiki koneksi internet meresah,2,0
sayang cheat recoil musuh putih lolos semoga dikembangkan bebas cheat,2,0
atur usia peringatan main jam tolong pemberitahuan batas bermain suka bermain jam peringatkan usia diatas foto profil pubg lihat handphone vivo peringatan balas komentar diam pemilik game,1,0
bug,3,1
keren,5,2
menemukan bug knock diangkat dipindahkan musuh dilepas karakter diangkat,4,2
tolong admin coba kasih otomatis aim enak download,2,0
pakai device samsung main kerasa berat render frame drop banget,2,0
tencent tolong perbaiki bug giroskop diaktifkan pegang senjata bug tencent mohon diperbaiki,3,1
ok,5,2
kasih bintang ok kasih bintang,4,2
mantap,5,2
game buruk lag hapus game,1,0
lumayan mantap,4,2
game bagus ukuran tolong ukuran diperkecil pemain handphone spesifikasi rendah memain game pubg mobile,5,2
fps lumayan handphone chipset helio drop patah,5,2
bagus,5,2
berat,3,1
game orang recall bug bug jalan sinyal bagus pubg niat perbaiki game,1,0
login twitter akun senjata upgrade login twitter,1,0
coba,3,1
ramah,2,0
missing makan ayam dapatkan menang main pubg,2,0
gamenya lumayan seru gamenya suka bug orang orang bilang game game haram,3,1
sinyal bagus lag,1,0
kasih bintang,3,1
parah sulit masuk,2,0
gachanya sulit,3,1
adu duel lag kena clutch gratis parah game,1,0
parah,1,0
malas komentar,3,1
macet login sinyal bagus saran admin,3,1
musim parah berat frame handphone kentang,2,0
pubg data hilang masuk,3,1
lumayan,4,2
main bug lag marah,1,0
tolong game gameplay tolong musim musim,3,1
free fire grafis buruk,3,1
update musuhnya lemah,3,1
game grafis buruk menyerupai free fire tolong hapus game,1,0
update update ulang,2,0
missing makan ayam dapatkan menang main pubg,2,0
mengerti mainnya ikon layar bahasanya ubah,1,0
tolong perbaiki pungutan ransel gelap amunisi kit granat smoke gelap sulit barang pungutan,3,1
berantas hack cheat,5,2
main level turunnya drastis kill masuk akal parah,2,0
bagus,4,2
update sungguh kerasa hancurnya rasakan handphone kentang update proses rendering bangunan dibilang normal update sungguh kecewa proses rendering bangunan buruk,3,1
download masuk update disuruh download mega byte malas boros kuota grafis keren banget game jelek harap bug grafis perbaiki beda kaya iklan,3,1
game lag freeze,2,0
pubg tencent keanehan skin menghilang bug tembus tembok cheat musuh tembak perusahaan pubg harap perbaiki terima kasih,2,0
hebat,5,2
main lag jaringannya main livik lag kesal mohon diperbaiki sinyal permainannya level infinite,4,2
bagus game,5,2
sedekah bintang,5,2
grafis suara langkah kaki tembakkan musuh terkadang muncul peta suara tembakkan glider modifikasi glide glide sulit tencent sekian mohon maaf salah,3,1
asyik,4,2
gamenya buruk,1,0
sinyalmu bro,1,0
tingkatkan update handphone kentang kentang,3,1
upgrade ujung ujungnya giga byte upgrade,2,0
tolong membawa deston peta pubg mobile,1,0
bagus grafis good game,5,2
perbaiki,3,1
kadang sinyal lancar suka lag menentu kadang ketemu musuh suka tegang,3,1
game grafis buruk game,1,0
game suka,3,1
developer habiskan kuota main game download masuk download play store download teraman developer suka menyulitkan player bagus sinyal mega byte second lag kasih start game menyulitkan,1,0
berat banget sesuai kecepatan internet indonesia,3,1
update login sulit,1,0
game pubg login kompilasi resources tolong bantuannya,3,1
mantap,5,2
akun kelama main pembaruan,3,1
bug tencent tolong,1,0
dear tencent tolong perbaiki login twitter keterangannya gagal masuk berhenti main pubg,5,2
pubg error relog login download running mohon perbaiki download ulang menghabiskan data,2,0
gamenya bagus giga byte frame musuh bug,3,1
maaf developer bug game kadang seru main pemberi tahuan server pubg mobile hilang kadang suka kesal seru sinyal ok mohon perbaiki pemain menikmati permainan sekian terima kasih,3,1
temanya robot tolong,5,2
lumayan,3,1
karakternya kaku terjun tembus tanah,3,1
tolong diperbaiki tonton temannya mati duluan mati duluan tonton teman,4,2
coba lag,1,0
tolong adakan pengecilan mega byte kebawah pensiun lag,5,2
ok,3,1
bagus high definition pusing mainnya,3,1
game haram,1,0
game grafis buruk jelek kaya stambel bro mobil legend mati asap,1,0
mohon maaf pensiun main game handphone frame,1,0
metro royale hilang tolong kembalikan metro royale mode kesukaan main pubg mode metro royale,3,1
delay knock loot mengganggu tolong developer perbaiki,2,0
moga menghibur,5,2
bagus lag lag maaf pubg mobile,4,2
pubg macet macet malas main,2,0
pensiun,4,2
lumayan mengerti main bintang,4,2
pensiun,5,2
kakak tolong handphone grafis high definition bosan grafis standar tolong kakak grafis high definition main,1,0
